id,title,context,question,answers,gold_answer,context_kz,question_kz,gold_answer_kz,raw_translation,pred_translate_en
572683075951b619008f7513,Ctenophora,"Almost all species are hermaphrodites, in other words they function as both males and females at the same time – except that in two species of the genus Ocryopsis individuals remain of the same single sex all their lives. The gonads are located in the parts of the internal canal network under the comb rows, and eggs and sperm are released via pores in the epidermis. Fertilization is external in most species, but platyctenids use internal fertilization and keep the eggs in brood chambers until they hatch. Self-fertilization has occasionally been seen in species of the genus Mnemiopsis, and it is thought that most of the hermaphroditic species are self-fertile.",How are eggs and sperm released?,"{'text': ['via pores in the epidermis', 'pores in the epidermis', 'via pores in the epidermis'], 'answer_start': [341, 345, 341]}",via pores in the epidermis,"Дерлік барлық түрлер гермафродиттер болып табылады, яғни олар бір уақытта еркек және әйел ретінде қызмет етеді – тек Ocryopsis туысының екі түрінде ғана даралар өмір бойы бір жыныста қалады. Гонадалар тарақ қатарларының астындағы ішкі канал желісінің бөліктерінде орналасқан, ал жұмыртқалар мен сперматозоидтар эпидермис тесіктері арқылы шығарылады. Көптеген түрлерде ұрықтану сыртқы болып табылады, бірақ платицтенидтер ішкі ұрықтануды пайдаланады және жұмыртқаларды балапан камераларында жарып шыққанға дейін сақтайды. Mnemiopsis туысының түрлерінде өздігінен ұрықтану кейде байқалған, және гермафродиттік түрлердің көпшілігі өздігінен ұрықтануға қабілетті деп есептеледі.",Жұмыртқалар мен сперматозоидтар қалай шығарылады?,эпидермис тесіктері арқылы,"CONTEXT:
Дерлік барлық түрлер гермафродиттер болып табылады, яғни олар бір уақытта еркек және әйел ретінде қызмет етеді – тек Ocryopsis туысының екі түрінде ғана даралар өмір бойы бір жыныста қалады. Гонадалар тарақ қатарларының астындағы ішкі канал желісінің бөліктерінде орналасқан, ал жұмыртқалар мен сперматозоидтар эпидермис тесіктері арқылы шығарылады. Көптеген түрлерде ұрықтану сыртқы болып табылады, бірақ платицтенидтер ішкі ұрықтануды пайдаланады және жұмыртқаларды балапан камераларында жарып шыққанға дейін сақтайды. Mnemiopsis туысының түрлерінде өздігінен ұрықтану кейде байқалған, және гермафродиттік түрлердің көпшілігі өздігінен ұрықтануға қабілетті деп есептеледі.

QUESTION:
Жұмыртқалар мен сперматозоидтар қалай шығарылады?

ANSWER:
эпидермис тесіктері арқылы",эпидермис тесіктері арқылы
5730bc308ab72b1400f9c73f,Imperialism,"The Ottoman Empire was an imperial state that lasted from 1299 to 1923. During the 16th and 17th centuries, in particular at the height of its power under the reign of Suleiman the Magnificent, the Ottoman Empire was a powerful multinational, multilingual empire controlling much of Southeast Europe, Western Asia, the Caucasus, North Africa, and the Horn of Africa. At the beginning of the 17th century the empire contained 32 provinces and numerous vassal states. Some of these were later absorbed into the empire, while others were granted various types of autonomy during the course of centuries.","The Ottoman empire controlled territory on three continents, Africa, Asia and which other?","{'text': ['Europe', 'Europe', 'Europe', 'Europe', 'Europe'], 'answer_start': [293, 293, 293, 293, 293]}",Europe,"Осман империясы 1299 жылдан 1923 жылға дейін созылған империялық мемлекет болды. Әсіресе, 16 және 17 ғасырларда, Сүлеймен Сұлтанның билігі кезінде өзінің күш-қуатының шыңында болған кезде, Осман империясы Оңтүстік-Шығыс Еуропаның, Батыс Азияның, Кавказдың, Солтүстік Африканың және Африка мүйізінің көп бөлігін бақылаған қуатты көпұлтты, көптілді империя болды. 17 ғасырдың басында империя 32 провинция мен көптеген вассал мемлекеттерді қамтыды. Олардың кейбіреулері кейінірек империяға қосылды, ал басқалары ғасырлар бойы әртүрлі автономия түрлерін алды.","Осман империясы үш құрлықта, Африкада, Азияда және тағы қай құрлықта аумақты бақылаған?",Еуропа,,Еуропа.
56f8907faef23719006261b5,Martin_Luther,"Despite the disagreements on the Eucharist, the Marburg Colloquy paved the way for the signing in 1530 of the Augsburg Confession, and for the formation of the Schmalkaldic League the following year by leading Protestant nobles such as John of Saxony, Philip of Hesse, and George, Margrave of Brandenburg-Ansbach. The Swiss cities, however, did not sign these agreements.",Which group did not agree to sign these agreements?,"{'text': ['The Swiss cities', 'Swiss cities', 'The Swiss cities'], 'answer_start': [314, 318, 314]}",The Swiss cities,"Евхаристияға қатысты келіспеушіліктерге қарамастан, Марбург келіссөзі 1530 жылы Аугсбург мойындауының қол қойылуына және келесі жылы Саксониялық Джон, Гессендік Филипп және Бранденбург-Ансбах маркграфы Георг сияқты жетекші протестанттық ақсүйектердің Шмалькальдик лигасын құруына жол ашты. Алайда, Швейцария қалалары бұл келісімдерге қол қойған жоқ.",Қай топ бұл келісімдерге қол қоюға келіспеді?,Швейцария қалалары,,Швейцария қалалары.
56beb90c3aeaaa14008c92cb,Super_Bowl_50,"This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 1998 NFL draft, while Newton was picked first in 2011. The matchup also pits the top two picks of the 2011 draft against each other: Newton for Carolina and Von Miller for Denver. Manning and Newton also set the record for the largest age difference between opposing Super Bowl quarterbacks at 13 years and 48 days (Manning was 39, Newton was 26).",Who was the #2 pick in the 2011 NFL Draft?,"{'text': ['Von Miller', 'Von Miller', 'Miller'], 'answer_start': [306, 306, 310]}",Von Miller,"Бұл екі команданың да квотербекі өздерінің драфт сыныптарында бірінші таңдалған алғашқы Супер Боул болды. Мэннинг 1998 жылғы NFL драфтында бірінші таңдалған, ал Ньютон 2011 жылы бірінші болып таңдалды. Бұл кездесу 2011 жылғы драфттың алғашқы екі таңдауын бір-біріне қарсы қояды: Каролина үшін Ньютон және Денвер үшін Вон Миллер. Мэннинг пен Ньютон қарсылас Супер Боул квотербектері арасындағы ең үлкен жас айырмашылығы бойынша рекорд орнатты, ол 13 жыл және 48 күн болды (Мэннинг 39 жаста, Ньютон 26 жаста).",2011 жылғы NFL драфтында екінші болып кім таңдалды?,Вон Миллер,,Вон Миллер.
5730aeba069b531400832245,United_Methodist_Church,"Justifying Grace or Accepting Grace is that grace, offered by God to all people, that we receive by faith and trust in Christ, through which God pardons the believer of sin. It is in justifying grace we are received by God, in spite of our sin. In this reception, we are forgiven through the atoning work of Jesus Christ on the cross. The justifying grace cancels our guilt and empowers us to resist the power of sin and to fully love God and neighbor. Today, justifying grace is also known as conversion, ""accepting Jesus as your personal Lord and Savior,"" or being ""born again"". John Wesley originally called this experience the New Birth. This experience can occur in different ways; it can be one transforming moment, such as an altar call experience, or it may involve a series of decisions across a period of time.",What did John Wesley originally call the experience of conversion?,"{'text': ['New Birth', 'John Wesley originally called this experience the New Birth.', 'New Birth'], 'answer_start': [631, 581, 631]}",New Birth,"Кешірім беретін рақым немесе қабылдау рақымы - бұл Құдай барлық адамдарға ұсынатын рақым, біз оны Мәсіхке деген сенім мен сенім арқылы қабылдаймыз, сол арқылы Құдай сенушіні күнәдан кешіреді. Бұл кешірім беретін рақымда біз Құдаймен қабылданамыз, күнәмізге қарамастан. Бұл қабылдауда біз Иса Мәсіхтің айқыштағы өтемдік еңбегі арқылы кешірілеміз. Кешірім беретін рақым біздің кінәмізді жояды және бізге күнәнің күшіне қарсы тұруға және Құдайды және көршімізді толық сүйуге мүмкіндік береді. Бүгінгі таңда кешірім беретін рақым конверсия, ""Иса Мәсіхті жеке Құтқарушың ретінде қабылдау"" немесе ""қайта туылу"" деп те аталады. Джон Уэсли бұл тәжірибені бастапқыда Жаңа Туу деп атаған. Бұл тәжірибе әртүрлі жолдармен болуы мүмкін; бұл бір өзгеріс сәті болуы мүмкін, мысалы, құрбандыққа шақыру тәжірибесі, немесе уақыт аралығында бірқатар шешімдерді қамтуы мүмкін.",Джон Уэсли конверсия тәжірибесін бастапқыда қалай атаған?,Жаңа Туу,,Жаңа Туу.
56bead5a3aeaaa14008c91ed,Super_Bowl_50,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.",Who was this season's NFL MVP?,"{'text': ['Cam Newton', 'Cam Newton', 'Cam Newton'], 'answer_start': [77, 77, 77]}",Cam Newton,"Пантерлер тұрақты маусымды 15–1 рекордымен аяқтады, ал квотербек Кам Ньютон NFL-дің ең құнды ойыншысы (MVP) деп аталды. Олар NFC чемпионатында Аризона Кардиналдарын 49–15 есебімен жеңіп, 1995 жылы құрылғаннан бері екінші рет Супер Боулға шықты. Бронколар тұрақты маусымды 12–4 рекордымен аяқтап, AFC чемпионатында Жаңа Англия Патриоттарын 20–18 есебімен жеңіп, Super Bowl XLIX титулын қорғау мүмкіндігінен айырды. Олар Патриоттар, Даллас Ковбойлары және Питтсбург Стилерс командаларымен бірге Супер Боулға сегіз рет шыққан төрт команданың бірі болды.",Осы маусымның NFL MVP-і кім болды?,Кам Ньютон,,Кам Ньютон.
5727436af1498d1400e8f559,American_Broadcasting_Company,"On the television side, in September 1969, ABC launched the Movie of the Week, a weekly showcase aimed at capitalizing on the growing success of made-for-TV movies since the early 1960s. The Movie of the Week broadcast feature-length dramatic films directed by such talented filmmakers as Aaron Spelling, David Wolper and Steven Spielberg (the latter of whom gained early success through the showcase for his 1971 film Duel) that were produced on an average budget of $400,000–$450,000. Hits for the television network during the late 1960s and early 1970s included The Courtship of Eddie's Father, The Brady Bunch and The Partridge Family.",For which ABC Movie of the Week film did Steven Spielberg first gain success?,"{'text': ['Duel', 'Duel', 'Duel'], 'answer_start': [419, 419, 419]}",Duel,"Теледидар жағында, 1969 жылдың қыркүйегінде ABC апталық көрсетілім ретінде жасалған фильмдердің өсіп келе жатқан табысына негізделген Movie of the Week бағдарламасын іске қосты. Movie of the Week бағдарламасы Аарон Спеллинг, Дэвид Уолпер және Стивен Спилберг сияқты талантты режиссерлер түсірген толықметражды драмалық фильмдерді көрсетті (соңғысы 1971 жылы Duel фильмі арқылы алғашқы табысқа жетті), олар орташа 400,000–450,000 доллар бюджетпен өндірілді. 1960 жылдардың соңы мен 1970 жылдардың басында теледидар желісінің хиттері арасында The Courtship of Eddie's Father, The Brady Bunch және The Partridge Family болды.",Стивен Спилберг алғаш рет қай ABC Movie of the Week фильмінде табысқа жетті?,Duel,"CONTEXT:
Теледидар жағында, 1969 жылдың қыркүйегінде ABC апталық көрсетілім ретінде жасалған фильмдердің өсіп келе жатқан табысына негізделген Movie of the Week бағдарламасын іске қосты. Movie of the Week бағдарламасы Аарон Спеллинг, Дэвид Уолпер және Стивен Спилберг сияқты талантты режиссерлер түсірген толықметражды драмалық фильмдерді көрсетті (соңғысы 1971 жылы Duel фильмі арқылы алғашқы табысқа жетті), олар орташа 400,000–450,000 доллар бюджетпен өндірілді. 1960 жылдардың соңы мен 1970 жылдардың басында теледидар желісінің хиттері арасында The Courtship of Eddie's Father, The Brady Bunch және The Partridge Family болды.

QUESTION:
Стивен Спилберг алғаш рет қай ABC Movie of the Week фильмінде табысқа жетті?

ANSWER:
Duel",Duel
5725db4aec44d21400f3d6bf,Apollo_program,"Grissom, White, and Chaffee decided to name their flight Apollo 1 as a motivational focus on the first manned flight. They trained and conducted tests of their spacecraft at North American, and in the altitude chamber at the Kennedy Space Center. A ""plugs-out"" test was planned for January, which would simulate a launch countdown on LC-34 with the spacecraft transferring from pad-supplied to internal power. If successful, this would be followed by a more rigorous countdown simulation test closer to the February 21 launch, with both spacecraft and launch vehicle fueled.",What was a plugs-out test done to simulate on the LC-34?,"{'text': ['launch countdown', 'simulate a launch countdown on', 'simulate a launch countdown', 'simulate a launch countdown', 'launch countdown'], 'answer_start': [314, 303, 303, 303, 314]}",launch countdown,"Гриссом, Уайт және Чаффи өздерінің ұшуын Аполлон 1 деп атауды шешті, бұл бірінші адам ұшатын ұшуға мотивациялық назар аудару үшін. Олар өздерінің ғарыш кемелерін Солтүстік Америкада және Кеннеди ғарыш орталығындағы биіктік камерасында жаттықтырып, сынақтар өткізді. Қаңтар айына ""штепсельдерді ажырату"" сынағы жоспарланған болатын, бұл LC-34-те ұшырудың кері санағын имитациялайтын, ғарыш кемесі алаңнан берілетін қуаттан ішкі қуатқа ауысатын. Егер бұл сәтті болса, 21 ақпандағы ұшыруға жақын уақытта ғарыш кемесі мен ұшыру көлігі отынмен толтырылған күйде қатаңырақ кері санау имитациясы сынағы жүргізілетін еді.","LC-34-те ""штепсельдерді ажырату"" сынағы не үшін имитацияланды?",ұшырудың кері санағы,,Ғарыш кемесі алаңнан берілетін қуаттан ішкі қуатқа ауысу үшін.
572ff890a23a5019007fcbcd,Rhine,"The hydrography of the current delta is characterized by the delta's main arms, disconnected arms (Hollandse IJssel, Linge, Vecht, etc.) and smaller rivers and streams. Many rivers have been closed (""dammed"") and now serve as drainage channels for the numerous polders. The construction of Delta Works changed the Delta in the second half of the 20th Century fundamentally. Currently Rhine water runs into the sea, or into former marine bays now separated from the sea, in five places, namely at the mouths of the Nieuwe Merwede, Nieuwe Waterway (Nieuwe Maas), Dordtse Kil, Spui and IJssel.",What is the term for closing off rivers that are no longer connected?,"{'text': ['dammed', 'dammed', 'dammed'], 'answer_start': [200, 200, 200]}",dammed,"Қазіргі дельтаның гидрографиясы дельтаның негізгі тармақтарымен, ажыратылған тармақтарымен (Hollandse IJssel, Linge, Vecht, т.б.) және кішігірім өзендер мен ағындармен сипатталады. Көптеген өзендер жабылып (""дамба салынған"") қазір көптеген полдерлер үшін дренаждық арналар ретінде қызмет етеді. Delta Works құрылысы 20-шы ғасырдың екінші жартысында Дельтаны түбегейлі өзгертті. Қазіргі уақытта Рейн суы теңізге немесе теңізден бөлінген бұрынғы теңіз шығанақтарына бес жерде, атап айтқанда Nieuwe Merwede, Nieuwe Waterway (Nieuwe Maas), Dordtse Kil, Spui және IJssel сағаларында ағады.",Енді қосылмаған өзендерді жабу үшін қандай термин қолданылады?,дамба салынған,"CONTEXT:
Қазіргі дельтаның гидрографиясы дельтаның негізгі тармақтарымен, ажыратылған тармақтарымен (Hollandse IJssel, Linge, Vecht, т.б.) және кішігірім өзендер мен ағындармен сипатталады. Көптеген өзендер жабылып (""дамба салынған"") қазір көптеген полдерлер үшін дренаждық арналар ретінде қызмет етеді. Delta Works құрылысы 20-шы ғасырдың екінші жартысында Дельтаны түбегейлі өзгертті. Қазіргі уақытта Рейн суы теңізге немесе теңізден бөлінген бұрынғы теңіз шығанақтарына бес жерде, атап айтқанда Nieuwe Merwede, Nieuwe Waterway (Nieuwe Maas), Dordtse Kil, Spui және IJssel сағаларында ағады.

QUESTION:
Енді қосылмаған өзендерді жабу үшін қандай термин қолданылады?

ANSWER:
дамба салынған",дамба салынған
572827fc3acd2414000df5bc,"Jacksonville,_Florida","As of 2010[update], there were 366,273 households out of which 11.8% were vacant. 23.9% of households had children under the age of 18 living with them, 43.8% were married couples, 15.2% had a female householder with no husband present, and 36.4% were non-families. 29.7% of all households were made up of individuals and 7.9% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 3.21. In the city, the population was spread out with 23.9% under the age of 18, 10.5% from 18 to 24, 28.5% from 25 to 44, 26.2% from 45 to 64, and 10.9% who were 65 years of age or older. The median age was 35.5 years. For every 100 females there were 94.1 males. For every 100 females age 18 and over, there were 91.3 males.",How many of Jacksonville's city residents are younger than 18?,"{'text': ['23.9%', '23.9%', '23.9%'], 'answer_start': [508, 508, 508]}",23.9%,"2010 жылғы мәліметтер бойынша, 366,273 үй шаруашылығының 11.8%-ы бос тұрған. Үй шаруашылықтарының 23.9%-ында 18 жасқа толмаған балалар бірге тұрған, 43.8%-ы некеде тұрған жұптар, 15.2%-ында күйеуі жоқ әйел үй иесі болған, ал 36.4%-ы отбасы емес. Барлық үй шаруашылықтарының 29.7%-ы жеке адамдардан құралған және 7.9%-ында 65 жастан асқан немесе одан үлкен жалғыз тұратын адам болған. Үй шаруашылығының орташа мөлшері 2.55, ал отбасының орташа мөлшері 3.21 болған. Қалада халықтың жас шамасы бойынша таралуы: 23.9%-ы 18 жасқа дейінгі, 10.5%-ы 18-ден 24 жасқа дейінгі, 28.5%-ы 25-тен 44 жасқа дейінгі, 26.2%-ы 45-тен 64 жасқа дейінгі, және 10.9%-ы 65 жастан асқан немесе одан үлкен. Орташа жас мөлшері 35.5 жыл. Әр 100 әйелге 94.1 ер адамнан келген. 18 жастан асқан әр 100 әйелге 91.3 ер адамнан келген.",Джексонвилл қаласының тұрғындарының қаншасы 18 жастан кіші?,23.9%,,"87,563"
57266e72f1498d1400e8df8e,Geology,"For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice. These are used in geochronologic and thermochronologic studies. Common methods include uranium-lead dating, potassium-argon dating, argon-argon dating and uranium-thorium dating. These methods are used for a variety of applications. Dating of lava and volcanic ash layers found within a stratigraphic sequence can provide absolute age data for sedimentary rock units which do not contain radioactive isotopes and calibrate relative dating techniques. These methods can also be used to determine ages of pluton emplacement. Thermochemical techniques can be used to determine temperature profiles within the crust, the uplift of mountain ranges, and paleotopography.",What type of ratios are used in geochronologic and thermochronologic studies?,"{'text': ['isotope ratios of radioactive elements', 'isotope', 'isotope', 'isotope'], 'answer_start': [32, 32, 32, 32]}",isotope ratios of radioactive elements,"Көптеген геологиялық қолданбалар үшін радиоактивті элементтердің изотоптық қатынастары минералдарда өлшенеді, бұл жыныстың белгілі бір жабылу температурасы арқылы өткен уақытты көрсетеді, яғни әртүрлі радиометриялық изотоптар кристалл торына еніп-шығуын тоқтатқан нүкте. Бұл геохронологиялық және термохронологиялық зерттеулерде қолданылады. Жалпы әдістерге уран-қорғасынмен мерзімдеу, калий-аргонмен мерзімдеу, аргон-аргонмен мерзімдеу және уран-ториймен мерзімдеу жатады. Бұл әдістер әртүрлі қолданбалар үшін пайдаланылады. Стратиграфиялық тізбекте табылған лава және жанартау күлінің қабаттарын мерзімдеу радиоактивті изотоптар жоқ шөгінді жыныс бірліктері үшін абсолютті жас деректерін бере алады және салыстырмалы мерзімдеу әдістерін калибрлеуге мүмкіндік береді. Бұл әдістер плутонның орналасу жасын анықтау үшін де қолданыла алады. Термохимиялық әдістер жер қыртысындағы температуралық профильдерді, тау жоталарының көтерілуін және палеотопографияны анықтау үшін қолданылуы мүмкін.",Геохронологиялық және термохронологиялық зерттеулерде қандай қатынастар қолданылады?,радиоактивті элементтердің изотоптық қатынастары,,Радиоактивті элементтердің изотоптық қатынастары.
572982e66aef051400154f95,Prime_number,"The following table gives the largest known primes of the mentioned types. Some of these primes have been found using distributed computing. In 2009, the Great Internet Mersenne Prime Search project was awarded a US$100,000 prize for first discovering a prime with at least 10 million digits. The Electronic Frontier Foundation also offers $150,000 and $250,000 for primes with at least 100 million digits and 1 billion digits, respectively. Some of the largest primes not known to have any particular form (that is, no simple formula such as that of Mersenne primes) have been found by taking a piece of semi-random binary data, converting it to a number n, multiplying it by 256k for some positive integer k, and searching for possible primes within the interval [256kn + 1, 256k(n + 1) − 1].[citation needed]",What organization offers monetary awards for identifying primes with at least 100 million digits?,"{'text': ['The Electronic Frontier Foundation', 'Electronic Frontier Foundation', 'Electronic Frontier Foundation', '. The Electronic Frontier Foundation', '$150,000'], 'answer_start': [293, 297, 297, 291, 340]}",The Electronic Frontier Foundation,"Келесі кесте көрсетілген түрлердің ең үлкен белгілі жай сандарын береді. Бұл жай сандардың кейбіреулері таратылған есептеу арқылы табылған. 2009 жылы Ұлы Интернет Мерсенн Жай Сандарын Іздеу жобасы 10 миллионнан астам цифрдан тұратын жай санды алғаш ашқаны үшін 100 000 АҚШ доллары сыйлығын алды. Электрондық Шекара Қоры 100 миллион цифрдан және 1 миллиард цифрдан тұратын жай сандар үшін сәйкесінше 150 000 және 250 000 доллар ұсынады. Белгілі бір формасы жоқ (яғни, Мерсенн жай сандарының формуласы сияқты қарапайым формуласы жоқ) ең үлкен жай сандардың кейбіреулері жартылай кездейсоқ екілік деректердің бір бөлігін алып, оны n санына айналдырып, оны 256k-ға көбейтіп, оң бүтін сан k үшін, және [256kn + 1, 256k(n + 1) − 1] аралығында мүмкін жай сандарды іздеу арқылы табылған.[citation needed]",100 миллион цифрдан тұратын жай сандарды анықтағаны үшін ақшалай сыйлықтар ұсынатын ұйым қандай?,Электрондық Шекара Қоры,"CONTEXT:
Келесі кесте көрсетілген түрлердің ең үлкен белгілі жай сандарын береді. Бұл жай сандардың кейбіреулері таратылған есептеу арқылы табылған. 2009 жылы Ұлы Интернет Мерсенн Жай Сандарын Іздеу жобасы 10 миллионнан астам цифрдан тұратын жай санды алғаш ашқаны үшін 100 000 АҚШ доллары сыйлығын алды. Электрондық Шекара Қоры 100 миллион цифрдан және 1 миллиард цифрдан тұратын жай сандар үшін сәйкесінше 150 000 және 250 000 доллар ұсынады. Белгілі бір формасы жоқ (яғни, Мерсенн жай сандарының формуласы сияқты қарапайым формуласы жоқ) ең үлкен жай сандардың кейбіреулері жартылай кездейсоқ екілік деректердің бір бөлігін алып, оны n санына айналдырып, оны 256k-ға көбейтіп, оң бүтін сан k үшін, және [256kn + 1, 256k(n + 1) − 1] аралығында мүмкін жай сандарды іздеу арқылы табылған.[citation needed]

QUESTION:
100 миллион цифрдан тұратын жай сандарды анықтағаны үшін ақшалай сыйлықтар ұсынатын ұйым қандай?

ANSWER:
Электрондық Шекара Қоры",Электрондық Шекара Қоры
56e17a7ccd28a01900c679a1,Computational_complexity_theory,"A computational problem can be viewed as an infinite collection of instances together with a solution for every instance. The input string for a computational problem is referred to as a problem instance, and should not be confused with the problem itself. In computational complexity theory, a problem refers to the abstract question to be solved. In contrast, an instance of this problem is a rather concrete utterance, which can serve as the input for a decision problem. For example, consider the problem of primality testing. The instance is a number (e.g. 15) and the solution is ""yes"" if the number is prime and ""no"" otherwise (in this case ""no""). Stated another way, the instance is a particular input to the problem, and the solution is the output corresponding to the given input.",What is the name given to the input string of a computational problem?,"{'text': ['problem instance', 'a problem instance', 'problem instance'], 'answer_start': [187, 185, 187]}",problem instance,"Есептеу мәселесі шексіз мысалдар жиынтығы ретінде қарастырылып, әрбір мысалға шешіммен бірге беріледі. Есептеу мәселесінің енгізу жолы мәселе мысалы деп аталады және оны мәселенің өзімен шатастырмау керек. Есептеу күрделілігі теориясында мәселе шешілуі тиіс абстрактты сұрақты білдіреді. Керісінше, осы мәселенің мысалы нақты айтылым болып табылады, ол шешім қабылдау мәселесіне енгізу ретінде қызмет ете алады. Мысалы, жай сандарды тексеру мәселесін қарастырайық. Мысал - бұл сан (мысалы, 15) және егер сан жай болса, шешім ""иә"", ал керісінше жағдайда ""жоқ"" (бұл жағдайда ""жоқ""). Басқаша айтқанда, мысал - бұл мәселеге нақты енгізу, ал шешім - берілген енгізуге сәйкес келетін шығару.",Есептеу мәселесінің енгізу жолына қандай атау беріледі?,мәселе мысалы,,мәселе мысалы
572961f61d0469140077935a,Chloroplast,"While primary chloroplasts have a double membrane from their cyanobacterial ancestor, secondary chloroplasts have additional membranes outside of the original two, as a result of the secondary endosymbiotic event, when a nonphotosynthetic eukaryote engulfed a chloroplast-containing alga but failed to digest it—much like the cyanobacterium at the beginning of this story. The engulfed alga was broken down, leaving only its chloroplast, and sometimes its cell membrane and nucleus, forming a chloroplast with three or four membranes—the two cyanobacterial membranes, sometimes the eaten alga's cell membrane, and the phagosomal vacuole from the host's cell membrane.",What differs about secondary chloroplasts' membranes?,"{'text': ['additional membranes outside of the original two', 'additional membranes', 'have additional membranes outside of the original two'], 'answer_start': [114, 114, 109]}",additional membranes outside of the original two,"Бастапқы хлоропластардың цианобактериялық ата-бабасынан екі қабатты мембранасы болса, екінші хлоропластар бастапқы екі мембранадан тыс қосымша мембраналарға ие, бұл екінші эндосимбиотикалық оқиға нәтижесінде пайда болады, яғни фотосинтез жасамайтын эукариот хлоропласт бар балдырды жұтып, бірақ оны қорыта алмады - бұл оқиғаның басындағы цианобактерия сияқты. Жұтылған балдыр ыдырап, тек оның хлоропласты, кейде оның жасуша мембранасы мен ядросы ғана қалды, нәтижесінде үш немесе төрт мембранасы бар хлоропласт пайда болды - екі цианобактериялық мембрана, кейде жеген балдырдың жасуша мембранасы және иесінің жасуша мембранасынан фагосомалық вакуоль.",Екінші хлоропластардың мембраналарының айырмашылығы неде?,бастапқы екі мембранадан тыс қосымша мембраналар,"CONTEXT:
Бастапқы хлоропластардың цианобактериялық ата-бабасынан екі қабатты мембранасы болса, екінші хлоропластар бастапқы екі мембранадан тыс қосымша мембраналарға ие, бұл екінші эндосимбиотикалық оқиға нәтижесінде пайда болады, яғни фотосинтез жасамайтын эукариот хлоропласт бар балдырды жұтып, бірақ оны қорыта алмады - бұл оқиғаның басындағы цианобактерия сияқты. Жұтылған балдыр ыдырап, тек оның хлоропласты, кейде оның жасуша мембранасы мен ядросы ғана қалды, нәтижесінде үш немесе төрт мембранасы бар хлоропласт пайда болды - екі цианобактериялық мембрана, кейде жеген балдырдың жасуша мембранасы және иесінің жасуша мембранасынан фагосомалық вакуоль.

QUESTION:
Екінші хлоропластардың мембраналарының айырмашылығы неде?

ANSWER:
бастапқы екі мембранадан тыс қосымша мембраналар",Екінші хлоропластардың қосымша мембраналары бар.
56beb86b3aeaaa14008c92bd,Super_Bowl_50,"Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager.",How old was Peyton Manning when he played in Super Bowl 50?,"{'text': ['39', '39', '39', '39'], 'answer_start': [172, 172, 172, 172]}",39,"Пейтон Мэннинг екі түрлі команданы бірнеше Супер Боулға бастап барған алғашқы квотербек болды. Ол сондай-ақ 39 жасында Супер Боулда ойнаған ең қарт квотербек болып табылады. Бұрынғы рекорд Джон Элвейге тиесілі болған, ол 38 жасында Супер Боул XXXIII-де Бронкосты жеңіске жеткізген және қазіргі уақытта Денвердің Футбол операцияларының атқарушы вице-президенті және бас менеджері болып табылады.",Пейтон Мэннинг Супер Боул 50-де ойнағанда неше жаста болды?,39,"CONTEXT:
Пейтон Мэннинг екі түрлі команданы бірнеше Супер Боулға бастап барған алғашқы квотербек болды. Ол сондай-ақ 39 жасында Супер Боулда ойнаған ең қарт квотербек болып табылады. Бұрынғы рекорд Джон Элвейге тиесілі болған, ол 38 жасында Супер Боул XXXIII-де Бронкосты жеңіске жеткізген және қазіргі уақытта Денвердің Футбол операцияларының атқарушы вице-президенті және бас менеджері болып табылады.

QUESTION:
Пейтон Мэннинг Супер Боул 50-де ойнағанда неше жаста болды?

ANSWER:
39",39 жаста.
