text,label
Virginia's Husband (1928 film). Virginia's Husband is a 1928 British silent comedy film directed by Harry Hughes and starring Mabel Poulton Lilian Oldland and Patrick Aherne. It was based on the play Virginia's Husband by Florence Kilpatrick. A woman enlists a man to pose as her husband to trick her aunt.,12
Fung Chi-wood. Fung Chi-wood (23 August 1956) was a member of the Legislative Council of Hong Kong Regional Council Shatin District Board Member and a pastor of the Anglican Church in Hong Kong.He was famous for leading the movement against the Daya Bay Nuclear Plant in 1986 and continued to be active the in the pro-democracy camp after the handover of Hong Kong.,4
UltraVision. UltraVision CLPL is a contact lens manufacturer with headquarters based in Leighton Buzzard Bedfordshire England. UltraVision CLPL also has a Research and Development office based in Cambridge England.,0
USS Berberry (1864). USS Berberry (1864) was a steam-powered tugboat acquired by the Union Navy during the American Civil War. She was used by the Navy to patrol navigable waterways of the Confederacy to prevent the South from trading with other countries.On August 13 1864 at Philadelphia Pennsylvania the Navy purchased Columbia a wooden-hulled screw steamer built there earlier that year.,5
Heliamphora glabra. Heliamphora glabra (Latin: glaber = bald) is a species of Marsh Pitcher Plant native to Serra do Sol in Venezuela. It was for a long time considered a form of H. heterodoxa but has recently been raised to species rank.,10
Military College Jhelum. Military College Jhelum or MCJ is a military high school located at Sarai Alamgir (Jhelum District) but now in (Gujrat District) Pakistan. Though it is physically located in Gujrat District due to its very close proximity it is still associated with the City of Jhelum and is considered to be in the cantonment limit of Jhelum.,1
William and Caroline Schall House. William and Caroline Schall House is a historic home located at Green Lane Montgomery County Pennsylvania. It was built about 1835 and is a 2 1/2-story five bay L-shaped stone dwelling with an open two-story porch in the Federal style. A Colonial Revival style portico was added to the front facade about 1925. Also on the property is a contributing stucco covered wash house also built about 1835.It was added to the National Register of Historic Places in 2007.,6
Mekhong Full Moon Party. Mekhong Full Moon Party (Thai: 15 ค่ำ เดือน 11; RTGS: Sip Ha Kham Duean Sip Et; literally The 15th Day of the 11th Month) is a 2002 Thai comedy-drama about the Naga fireballs that arise from the Mekong at Nong Khai on the full moon in October.,12
Monroe County Courthouse (Iowa). The Monroe County Courthouse in Albia Iowa United States was built in 1903. It was listed on the National Register of Historic Places in 1981 as a part of the County Courthouses in Iowa Thematic Resource. The courthouse is the third building the county has used for court functions and county administration.,6
A Long Walk (film). A Long Walk (長い散歩 Nagai Sanpo) is a 2006 film directed by Japanese director Eiji Okuda.,12
Temple Hill (Ireland). Temple Hill is a mountain in County Limerick Ireland.,7
South Park Elementary School (Victoria British Columbia). See also South Park (disambiguation)South Park Elementary is a public elementary school in Victoria British Columbia part of School District 61 Greater Victoria. It is currently conceived as an alternative primary school with a focus on the arts and an emphasis on parent participation. As such its catchment area comprises the whole Greater Victoria school district.,1
Databank Group. Databank is a financial services provider and a brokerage ffirm with its headquarters in Accra Ghana. It provides corporate and public finance advisory services.,0
Lin Shusen. Lin Shusen (born December 1946) is a politician of the People's Republic of China. He was Governor and Deputy Communist Party Chief of Guizhou Province from 2006 to 2010. Prior to that he was Communist Party Chief and Mayor of Guangzhou capital of Guangdong Province.,4
Lou Wangberg. Louis Lou Wangberg (born March 27 1941) of Bemidji Minnesota is an educator and was the 41st Lieutenant Governor of Minnesota. He was elected on the Independent-Republican ticket with Governor Al Quie and served from January 1 1979 to January 3 1983. While serving as Lieutenant Governor he was also chief-of-staff for Governor Quie for a part of the term until he sought the governor's office on his own.,4
Meg Gardiner. Meg Gardiner (born May 15 1957 in Oklahoma) is an Edgar Award-winning American crime writer who currently lives in the United Kingdom. Her best-known books are the Evan Delaney novels. In June 2008 she published the first novel in a new series featuring forensic psychiatrist Jo Beckett.,2
Translation and Literature. Translation and Literature is an academic journal of English literature in its foreign relations. Articles and notes have included: Surrey and Marot Livy and Jacobean drama Virgil in Paradise Lost Pope’s Horace Fielding on translation Browning’s Agamemnon and Brecht in English.,13
Maria Bramsen. Maria Bramsen (born 1963) is a Danish singer graphic designer and illustrator. She is probably most widely known for her career as a vocalist for pop bands Tøsedrengene and Ray Dee Ohh.Bramsen joined Tøsedrengene in 1981 barely at the age of 18 replacing vocalist Gitte Naur. After Tøsedrengene's dissolution in 1986 she continued her career in the short-lived The Lejrbåls before becoming vocalist in Ray Dee Ohh along with Caroline Henderson.,2
Encore (Lionel Richie album). Encore is Lionel Richie's first live album which was released on November 26 2002. Various international versions also included Goodbye To Love a Woman (featuring Enrique Iglesias) Don't Stop the Music and Tender Heart. The material on the album was recorded at Wembley Arena in London England in May 2001.,11
Ramadasu (1964 film). Ramadasu is a 1964 Telugu devotional biographical film. The ensemble cast film was directed by veteran Chittor V. Nagaiah who has also enacted the role Kancharla Gopanna. The blockbuster film has garnered the National Film Award for Best Feature Film in Telugu and has garnered several state awards.,12
Leffingwell Inn. The Leffingwell Inn is a historic inn in the Norwichtown section of Norwich Connecticut.The building is architecturally important for having been built around some of the best seventeenth century remains left in Connecticut.It was listed on the National Register of Historic Places in 1970.It was photographed in the Historic American Buildings Survey program in 1961.,6
Mystics (film). Mystics is a film starring Milo O'Shea and David Kelly.,12
Jose Rizal Memorial State University. The Jose Rizal Memorial State University (JRMSU) is a state university in the Philippines. It is mandated to provide higher professional technical special instructions for special purposes and promote research and extension services advanced studies and progressive leadership in education agriculture arts and sciences engineering and other fields. Its main campus is located in Dapitan. I t became a university in 2010 by virtue of Republic Act 9852.,1
Ray Sanders (singer). Raymon Sanders (born October 1 1935 in St. Johns Kentucky) is an American country music artist. Between 1960 and 1980 he charted fourteen times on the Hot Country Songs charts with singles released by Liberty Imperial and United Artists labels. He also sang backing vocals for Ray Price.Sanders was originally a disc jockey in Elizabethtown Kentucky and later a performer at the Lincoln Jamboree and Renfro Valley Barn Dance.,2
Galaxy (album). Galaxy is a 1980 album by the French band Rockets.,11
Bukowina Sieradz County. Bukowina [bukɔˈvina] is a village in the administrative district of Gmina Błaszki within Sieradz County Łódź Voivodeship in central Poland. It lies approximately 3 kilometres (2 mi) south-west of Błaszki 24 km (15 mi) west of Sieradz and 75 km (47 mi) west of the regional capital Łódź.,8
Tim Donahue (drummer). Timothy Robert Donahue (born August 30 1966) is an American drummer.,2
Carlton Davidson. Carlton E. Davidson (June 26 1905 – July 20 1984) was a member of the Ohio House of Representatives.,4
Qualunquemente. Qualunquemente is a 2011 Italian satirical comedy film starring comedian Antonio Albanese as his famous character Cetto La Qualunque a sleazy Southern Italy politician. The title means whichever-ly (adding ungrammatical adverbial endings is a shtick of the main character). It was released in Italy on 600 copies on January 21 2011[citation needed] and was screened in the Main Programme of the Panorama section at the 61st Berlin International Film Festival.,12
Nighthawk Records. Nighthawk Records was an American independent record label founded by Robert Schoenfeld who began operations in 1976 with the release of four vintage post-war blues reissue albums. This series consists of nine volumes of post-war blues recordings from Chicago Detroit Memphis and the Delta New Orleans and the Southwest.In 1979 Nighthawk expanded by launching the 200 series of blues productions with Mule an album by Henry Townsend.,0
Daou al-Salhine al-Jadak. Daou al-Salhine al-Jadak was a field commander for the forces of the National Transitional Council of Libya during the 2011 Libyan civil war. Jadak was imprisoned for more than 18 years by Muammar Gaddafi's regime and led anti-Gaddafi forces in their battle for control of Bani Walid which eventually succeeded in October. Jadak came from Bani Walid himself. He had told AFP two days before his death that he had been imprisoned for more than 18 years for helping organise a 1993 rebellion.,4
Gheorghițeni River. The Gheorghițeni River is a tributary of the Bistriţa River in Romania.,7
Aichi E11A. The Aichi E11A (Kyu-hachi Yatei) was an Imperial Japanese Navy flying boat used during the first year of World War II for maritime patrol duties. The Allied reporting name for the type was Laura; the Japanese Navy designation was Type 98 Reconnaissance Seaplane. The Type 98 was quite similar to the earlier E10A Type 96 whose allied name was Hank. Lauras were rare - only 17 were built.,5
Picea likiangensis. Picea likiangensis is a species of conifer in the Pinaceae family.It is found in Bhutan and China.,10
Irion County High School. Irion County High School is a public high school located in Mertzon Texas (US) and classified as a 1A school by the UIL. It is part of the Irion County Independent School District located in east central Irion County. In 2013 the school was rated Met Standard by the Texas Education Agency.Residents of the West Texas Boys Ranch in Tankersley unincorporated Tom Green County are enrolled in the Irion County school district.,1
Tropico (album). Tropico is American rock singer Pat Benatar's fifth studio album and sixth album overall released in late 1984. It peaked at #14 on the U.S. Billboard album chart and produced the Grammy-nominated Top Five Pop hit We Belong. Other well-known songs from the album include Painted Desert Outlaw Blues and Ooh Ooh Song (also a Top 40 hit). A Spanish version Ooh Ooh Song appeared on her 1999 compilation Synchronistic Wanderings.,11
Erik of het klein insectenboek. Erik of het klein insectenboek (English translation: Erik or the small book of insects) is a 2004 Dutch family film based on the homonymous book of Godfried Bomans and co-produced with among others the Danish company Zeitgeist. The film received a Golden Film for 100000 visitors.,12
Theretra tomasi. Theretra tomasi is a moth of the Sphingidae family. It is known from Senegal.,9
L'Arena. L'Arena is an Italian local daily newspaper based in Verona Italy.Founded in 1866 shortly before the annexation of Veneto into the Kingdom of Italy L'Arena is one of the oldest newspapers in Italy and the most popular newspaper in Verona.,13
Robert Bryce. Robert Broughton Bryce PC CC FRSC (February 27 1910 – July 30 1997) was a Canadian civil servant.After graduating with engineering degree from the University of Toronto Bryce undertook graduate studies in economics at Cambridge where he was influenced by the ideas of John Maynard Keynes. In the fall of 1935 he left Britain for Harvard where as a graduate student he introduced Keynesian economics in the United States with the help of fellow Canadian Lorie Tarshis.,4
Granger Community Church. Granger Community Church is a United Methodist megachurch located in Granger Indiana USA near South Bend. It was founded in 1986 by Mark Beeson who is currently the senior pastor. The church has seven weekend services with approximately 5500 attendees making it the third-largest United Methodist church in the United States.Granger Community Church is a multi-site church. The service times at the Granger Campus are Saturdays at 5:00 and 7:00 p.m. and Sundays at 9:30 and 11:30 a.m.,6
Conquest of the Planet of the Apes. Conquest of the Planet of the Apes is a 1972 science fiction film directed by J. Lee Thompson. It is the fourth of five films in the original Planet of the Apes series produced by Arthur P. Jacobs. It explores how the apes rebelled from humanity's ill treatment following Escape from the Planet of the Apes (1971). It was followed by Battle for the Planet of the Apes (1973). The series reboot Rise of the Planet of the Apes (2011) has a similar premise to Conquest but is not officially a remake.,12
Glyceria leptostachya. Glyceria leptostachya is a species of mannagrass known by the common names davy mannagrass and narrow mannagrass. It is native to western North America from Alaska to California where it grows in wet places such as riverbanks. This rhizomatous perennial grass produces narrow stems approaching a maximum height of 1.5 meters. The leaves may be flat or rolled along the edges and they have ligules up to a centimeter long.,10
In a Valley by the Sea. In A Valley By The Sea is a live EP made by the under 21's or the next generation of Hillsong United[1]. It was recorded live at summercamp hence its nickname the summercamp experiment. It was officially released at Encounterfest 2007 in October however a limited number of copies were available although now tracks are available at Hillsong Music and the Australian iTunes Store.There is a trailer on YouTube[2],11
Ugo Riccarelli. Ugo Riccarelli (3 December 1954 – 21 July 2013) was an Italian novelist and short story writer.Born in Turin Riccarelli read philosophy at the University of Turin. He won the Selezione Campiello Prize 1998 for Un uomo che forse si chiamava Schulz and the 2004 Strega Prize for his novel Il dolore perfetto (The Perfect Pain).,2
Reitz Home Museum. The Reitz Home Museum is a Victorian house museum located in the Riverside Historic District in downtown Evansville Indiana. The museum offers year-round guided tours to the state's only Victorian house museum.An authentic restoration offers visitors a step back in time with silk damask-covered walls hand painted ceilings delicately molded plaster friezes and intricately patterned hand-laid wood parquet floors.,6
Wafiq Al-Samarrai. Wafiq Al-Samarrai also as Wafeeq Alsammarai (born 1 July 1947) is an Iraqi general formerly chief of Iraqi general military intelligence born in the region of Samarra.,4
Cotinus obovatus. Cotinus obovatus syn. C. americanus (chittamwood American smokewood) is one of two species of flowering plant in the family Anacardiaceae native to the southeastern USA. It is a deciduous conical shrub growing to 10 m (33 ft) tall by 8 m (26 ft) broad with oval leaves up to 12 cm (5 in) long. It produces panicles of pink-grey flowers in summer and its foliage turns a brilliant scarlet in autumn (fall). The smokey effect derives from the clusters of hairs on the spent flower stalks.,10
Haldane Robert Mayer. Haldane Robert Mayer (born February 21 1941 in Buffalo New York) is a Senior United States Circuit Judge of the United States Court of Appeals for the Federal Circuit. Mayer was appointed to the United States Military Academy by Representative William E. Miller and received a B.S. in 1963. Mayer served in the U.S. Army from 1963 to 1975.,4
HPA Toucan. The HPA Toucan is a British two-seat man-powered aircraft built and flown by members of Hertfordshire Pedal Aeronauts and was the first two-man man-powered aircraft to fly.,5
Azamat Gonezhukov. Azamat Nurbiyevich Gonezhukov (Russian: Азамат Нурбиевич Гонежуков; born January 13 1987 in Maykop Republic of Adygea) is a Russian professional football player. Currently he plays for FC Sokol Saratov.,3
Fuji River. The Fuji River (富士川 Fuji-kawa or Fuji-gawa) is a river in Yamanashi and Shizuoka Prefectures of central Japan. It is 128 kilometres (80 mi) long and has a watershed of 3990 square kilometres (1540 sq mi).,7
Chris Tomson. Christopher William Chris Tomson (born March 6 1984) is the drummer of New York based indie rock band Vampire Weekend.,2
What the Dog Saw. What the Dog Saw: And Other Adventures is the fourth book released by author Malcolm Gladwell on October 20 2009. The book is a compilation of the journalist's articles published in The New Yorker.,13
The Impatient Alchemist. The Impatient Alchemist (Spanish: El Alquimista impaciente) is a 2002 Argentine thriller film directed and written by Patricia Ferreira. The film starred Ingrid Rubio and Miguel Ángel Solá.,12
Conquistador Cielo. Conquistador Cielo (March 20 1979–December 17 2002) was an American Thoroughbred racehorse. He is best known for his performances as a three-year-old in 1982 when he won the Belmont Stakes and was voted United States Horse of the Year.,9
Volno. Volno is a village in Petrich Municipality in Blagoevgrad Province Bulgaria.,8
Masonic Temple Building (Marshall Michigan). The Masonic Temple Building in Marshall Michigan is a building from 1913. It was listed on the National Register of Historic Places in 1988.Today it houses Dance Dynamics and Engelter Photography.,6
Clara Mannes. Clara Mannes (born Clara Damrosch; 1869–1948) was a German-born American musician and music educator. With her husband David Mannes she founded the Mannes College The New School for Music in 1916 (then simply the David Mannes Music School).Mannes was born in Breslau. Her mother Helene von Heimburg was a former opera singer and her father was conductor Leopold Damrosch. Her siblings were conductors Frank Damrosch and Walter Damrosch.,2
Prząsław. Prząsław [ˈpʂɔ̃swaf] is a village in the administrative district of Gmina Jędrzejów within Jędrzejów County Świętokrzyskie Voivodeship in south-central Poland. It lies approximately 7 kilometres (4 mi) north-west of Jędrzejów and 38 km (24 mi) south-west of the regional capital Kielce.The village has a population of 410.,8
7x7 (magazine). 7x7 is a city-living-focused fashion lifestyle food culture opinion and entertainment digital print mobile social commerce and events activation platform covering the San Francisco Bay Area.,13
Rosenberg Library. Rosenberg Library a public library located at 2310 Sealy Street in Galveston Texas United States is the oldest continuously operating library in Texas. It serves as headquarters of the Galveston County Library System and its librarian also functions as the Galveston County Librarian.,6
Satisfy (horse). Satisfy is a Thoroughbred racehorse who is best known for winning the New Zealand Derby in 1987.Satisfy only won six races in his career but two came at Group 1 level in the form of the Derby and the Manawatu Sires' Produce Stakes. He also ran third in the 2000 Guineas.His Derby win though is more remembered for who didn't win it than who did.,9
Muscle Shoals High School. Muscle Shoals High School is the sole public secondary education institution in Muscle Shoals Alabama. MSHS was recently awarded the Blue Ribbon Lighthouse Award for Excellence.,1
Lake Nyer. Lake Nyer (Tibetan: ཉེར་མཚོ Wylie: nyer mtsho; Chinese: 聂尔错; pinyin: Niè'ěr Cuò) is a plateau lake in Gê'gyai County，Tibet Autonomous Region southwest of China. The lake has a total area of about 33 square kilometers. Lying nearly 4399 metres above sea level.,7
Charles Hampton Tracy House. The Charles Hampton Tracy House is a historic house in rural Lincoln County Arkansas. It is located at 2794 Blair Road (County Road 75) north and a little east of the county seat of Star City. The single story wood frame house was built in 1923 by Charles Hampton Tracy a successful local African-American cotton farmer.,6
Larry Drew. Larry Donnell Drew (born April 2 1958) is an American former professional basketball player who now serves as the head coach of the Milwaukee Bucks of the National Basketball Association (NBA). Drew was selected by the Detroit Pistons in the 1st round (17th overall) of the 1980 NBA Draft. A 6'1 point guard from the University of Missouri Drew played in 10 NBA seasons. He played for the Pistons Kansas City/Sacramento Kings Los Angeles Clippers and Los Angeles Lakers.,3
Athens City School District. The Athens City School District is a public school district in Athens County Ohio United States based in The Plains Ohio.,1
Massimo Tononi. Massimo Tononi (born 22 August 1964) is an Italian banker and politician.,4
Greatest Hits (Queen album). Greatest Hits is a compilation album by the British rock group Queen. When released in October 1981 the album consisted of Queen's best-selling singles since their first chart appearance in 1974 with Seven Seas of Rhye up to their 1980 hit Flash (though in some countries Under Pressure the band's 1981 chart-topper with David Bowie was included).,11
I Feel a Song. I Feel a Song is a studio album recorded by American R&B group Gladys Knight & the Pips released in November 1974 on the Buddah label. It was the their third overall album for Buddah.The first single release I Feel a Song (In My Heart) reached #1 R&B and #21 on the Billboard Hot 100. The B-side Don't Burn Down the Bridge also charted as a tag-along on the pop chart. A second single Love Finds Its Own Way also charted peaking at #47 pop and #3 R&B.,11
Rain College Love – The Connect. Rain College Love – The Connect is a Tamil independent music album by Ajeesh. As the name says it all the concept of the album is how the three - Rain College and Love are connected.On 14 February 2013 being Valentine's Day the poster of the album was released in which a character a boy stands on a cloud with a guitar on his back when hearts and raindrops pour from the sky.A promo song from the album was released on YouTube on February 24 2013.,11
Who's Who in Scotland. Who's Who in Scotland (2013: ISBN 978-0-9565748-6-2) is an annual biographical dictionary published since 1986 by Carrick Media.,13
Banchory Academy. 57.052484°N 2.492575°W﻿ / 57.052484; -2.492575,1
Anoectochilus. Anoectochilus is a genus of about 50 orchids (family Orchidaceae) belonging to the subfamily Orchidoideae. They are sometimes called Jewel orchids because of their attractive foliar venation.,10
Borki Gmina Jadów. Borki [ˈbɔrki] is a village in the administrative district of Gmina Jadów within Wołomin County Masovian Voivodeship in east-central Poland.,8
Truro (ship). Truro was the ship from Madras carrying the first 342 indentured Indian laborers to arrive in Port Natal (present-day Durban) on 16 November 1860. The second group of 342 arrived in Durban on board Belvedere from Calcutta 10 days later. Indian laborers were recruited to work on sugar plantations by the South African government. In 2011 on the 150th anniversary South African government announced plans to launch a series of postal stamps to commemorate this.A third ship Umlazi arrived in 1911.,5
Al Gallodoro. Alfred J. Gallodoro (June 20 1913 – October 4 2008) was an American jazz clarinetist and saxophonist who performed from the 1920s up until his death. He is notable for having played lead alto sax with the Paul Whiteman Orchestra and bass clarinet for 12 years with the NBC Symphony Orchestra under Arturo Toscanini. Bandleader Jimmy Dorsey praised him as the best sax player who ever lived.,2
Mustang Country. Mustang Country is a 1976 Western film directed by John C. Champion. It stars American actor Joel McCrea. It co-stars Robert Fuller Patrick Wayne and Nika Mina.,12
Bifrenaria tyrianthina. Bifrenaria tyrianthina is a species of orchid.16x Media related to Bifrenaria tyrianthina at Wikimedia Commons,10
Farma Way. Farma Way (April 2 1987 – November 18 1999) was an American Thoroughbred racehorse and sire foaled in Kentucky. As a four-year-old in 1991 he was one of the leading racehorses in North America winning the Santa Anita Handicap Pimlico Special San Antonio Handicap San Pasqual Handicap and San Carlos Handicap.,9
Thiruda Thirudi. Thiruda Thirudi is a 2003 Tamil film directed by debutant Subramaniam Siva. The film stars Dhanush and Chaya Singh. This film was a low-budget production and the soundtrack was composed by Dhina. This comedic love story is set in the clashing enemies starring Manikka Vinayagam Ginja and Illavarasu among others. The soundtrack was a great hit and the song Manmadha Raasa.. charted at the top position for 15 weeks running.,12
James Hubert Price. James Hubert Price (September 7 1878 – November 22 1943) was an American politician. Price was a Richmond Virginia attorney and businessman. In the 1937 general election he defeated Republican candidate John Powell Royall a former State Senator.,4
Bishop Moore Vidyapith Cherthala. Bishop Moore Vidyapith Cherthala is a CBSE school run by the Church of South India (CSI) Diocese of Madhya Kerala established in the year 2001. The school has a student strength of over 2000 and about 100 staff (Teaching and Non Teaching) members.,1
Saddez Agricultural Pumping Complex. Saddez Agricultural Pumping Complex (Persian: مجتمع تلمبه هائ كشاورزئ پشت جاده سددز‎ – Mojtame` Tolombeh Hāy Keshāvarzy Pasht Jādeh Saddez) is a village in Howmeh Rural District in the Central District of Andimeshk County Khuzestan Province Iran. At the 2006 census its population was 11 in 4 families.,8
Clinton Hall (Ithaca New York). Clinton Hall is a historic commercial building located at Ithaca in Tompkins County New York. It was built in 1847-1851 and is a three story brick commercial block in the Greek Revival style. The building is 66 feet long and 48 feet deep.It was listed on the National Register of Historic Places in 1988.,6
Enrico Decleva. Enrico Decleva (born 18 April 1941) is an Italian historian.He became professor of modern history in the University of Milan in 1974 and full professor of contemporary history in 1976. He authored books on Carlo Rosselli on the Società Umanitaria of Milan and on the founder of the Arnoldo Mondadori Editore. For the latter in 1994 he won the 27th Acqui Award of History.He was dean of the Humanities school from 1986 to 1997 deputy rector from 1997 to 2001 and rector from 2001 to 2012.,4
Wayfaring Sons. Wayfaring Sons is the second solo album by Scottish-Australian singer Colin Hay released in 1990.,11
Donald Rawe. Donald Rawe Cornish publisher dramatist novelist and poet. Born in Padstow in 1930 he has lived most of his life near the northern coast. He became a member of Gorseth Kernow in 1970 under the Bardic name of Scryfer Lanwednoc ('Writer of Padstow').,2
Markovići (Kiseljak). Markovići (Kiseljak) is a village in the municipality of Kiseljak Bosnia and Herzegovina.,8
Georgette Chen. Georgette Chen born Chang Li Ying (Chinese: 张荔英; pinyin: Zhāng LìYīng) was a Singapore painter known for her Post-Impressionistic styled oil paintings at the turn of the 20th-century. She was a forerunner of the visual arts in Singapore who contributed to the birth of the Nanyang art style in Singapore.Chen was born the fourth of 12 children - 10 girls and 2 boys - in Zhejiang Province China in 1906.,2
William Mackenzie Davidson. William Mackenzie Davidson (1856 - January 18 1930) was a planter politician and civic figure in St. Joseph Louisiana the seat of government of Tensas Parish one of the Mississippi River delta parishes with majority African American populations rich in farming and susceptible to periodic flooding.,4
Holy Sepulchre Cambridge. The Church of the Holy Sepulchre Cambridge is an Anglican church in the city of Cambridge England and is known locally as The Round Church. It is located on the corner of Round Church Street and Bridge Street. Since 1950 the church has been designated a Grade I listed building and is currently managed by Christian Heritage. It is one of the four medieval round churches still in use in England.,6
Gardziec. Gardziec [ˈɡard͡ʑet͡s] (formerly German Gut Gartz) is a village in the administrative district of Gmina Przelewice within Pyrzyce County West Pomeranian Voivodeship in north-western Poland.Before 1945 the area was part of Germany. For the history of the region see History of Pomerania.,8
Lissotesta ambigua. Lissotesta ambigua is a species of very small sea snail a marine gastropod mollusc unassigned in the superfamily Seguenzioidea.,9
Villa Manifesto. Villa Manifesto is the sixth studio album by Detroit hip hop group Slum Village. It was released on July 27 2010 via E1 Records.,11
Guzmania tarapotina. Guzmania tarapotina is a species of the genus Guzmania. This species is native to Bolivia and Ecuador.,10
SMS Erzherzog Friedrich. SMS Erzherzog Friedrich  (German: His Majesty's ship Archduke Friedrich) was a pre-dreadnought battleship built by the Austro-Hungarian Navy in 1902. The second ship of the Erzherzog Karl class she was launched on 30 April 1904. She was assigned to the III Battleship Division.For most of World War I Erzherzog Friedrich remained in her home port of Pula in present-day Croatia except for four engagements.,5
Marvel Two-in-One. Marvel Two-In-One was an American comic book series published by Marvel Comics that featured the Fantastic Four member the Thing in a different team-up each issue with a different character.,13
DuBois Area School District. The Dubois Area School District is a large rural/suburban public school district located in central Pennsylvania. The district spans portions of two counties. It encompasses an area of approximately 258 square miles (670 km2) with a population of 32241 (as of 2000) In Clearfield County it covers the City of DuBois the Boroughs of Falls Creek and Troutville and Bloom Township Brady Township Huston Township Sandy Township and Union Township.,1
Joseph DeCamp. Joseph Rodefer DeCamp (November 5 1858 - February 11 1923) was an American painter.,2
Maiden Castle North Yorkshire. Maiden Castle is a settlement in Grinton North Yorkshire (grid reference SE02189808) which probably dates from the Iron Age. It is listed as a Scheduled Ancient Monument. The name Maiden Castle is not unique to the site and occurs in several other places in Britain and probably means a fortification that looks impregnable or one that has never been taken in battle.The site measures 108 by 88 m (354 by 289 ft) covering about 7000 m2 (1.7 acres) and is pear-shaped.,6
Ectopsocus petersi. Ectopsocus petersi is a species of Psocoptera from Stenopsocidae family that can be found in Great Britain and Ireland. The species are Brownish-orange coloured and is similar to Ectopsocus briggsi.,9
